0.000000000000000000e+00 1.643000000000000000e+03 4.882000000000000000e+03 6.210000000000000000e+03 1.075400000000000000e+04 1.229900000000000000e+04 1.719700000000000000e+04 1.865400000000000000e+04 2.182000000000000000e+04 2.339800000000000000e+04
0.000000000000000000e+00 1.358000000000000000e+03 5.011000000000000000e+03 6.248000000000000000e+03 1.040200000000000000e+04 1.183300000000000000e+04 1.660800000000000000e+04 1.775000000000000000e+04 2.136900000000000000e+04 2.271300000000000000e+04
0.000000000000000000e+00 1.612000000000000000e+03 4.606000000000000000e+03 6.178000000000000000e+03 1.030600000000000000e+04 1.184600000000000000e+04 1.630600000000000000e+04 1.757700000000000000e+04 2.105600000000000000e+04 2.233100000000000000e+04
0.000000000000000000e+00 1.558000000000000000e+03 4.585000000000000000e+03 6.300000000000000000e+03 1.033500000000000000e+04 1.203700000000000000e+04 1.563500000000000000e+04 1.685800000000000000e+04 1.953500000000000000e+04 2.110300000000000000e+04
0.000000000000000000e+00 1.572000000000000000e+03 4.422000000000000000e+03 5.652000000000000000e+03 9.996000000000000000e+03 1.160000000000000000e+04 1.584600000000000000e+04 1.742500000000000000e+04 2.069600000000000000e+04 2.228900000000000000e+04
0.000000000000000000e+00 1.649000000000000000e+03 4.586000000000000000e+03 6.257000000000000000e+03 1.025100000000000000e+04 1.189200000000000000e+04 1.600800000000000000e+04 1.749600000000000000e+04 2.086100000000000000e+04 2.261800000000000000e+04
0.000000000000000000e+00 1.707000000000000000e+03 4.908000000000000000e+03 6.362000000000000000e+03 1.061800000000000000e+04 1.193000000000000000e+04 1.641300000000000000e+04 1.786400000000000000e+04 2.092400000000000000e+04 2.251400000000000000e+04
0.000000000000000000e+00 1.623000000000000000e+03 5.250000000000000000e+03 6.548000000000000000e+03 1.135000000000000000e+04 1.267000000000000000e+04 1.730000000000000000e+04 1.860700000000000000e+04 2.171500000000000000e+04 2.350100000000000000e+04
0.000000000000000000e+00 1.431000000000000000e+03 4.258000000000000000e+03 5.793000000000000000e+03 1.050600000000000000e+04 1.221400000000000000e+04 1.663300000000000000e+04 1.822700000000000000e+04 2.076300000000000000e+04 2.244700000000000000e+04
0.000000000000000000e+00 1.473000000000000000e+03 4.921000000000000000e+03 6.133000000000000000e+03 1.097100000000000000e+04 1.288200000000000000e+04 1.680200000000000000e+04 1.849400000000000000e+04 2.116600000000000000e+04 2.253500000000000000e+04
0.000000000000000000e+00 1.200000000000000000e+03 4.401000000000000000e+03 6.039000000000000000e+03 1.016600000000000000e+04 1.161600000000000000e+04 1.629700000000000000e+04 1.776600000000000000e+04 2.119700000000000000e+04 2.307700000000000000e+04
0.000000000000000000e+00 1.209000000000000000e+03 4.298000000000000000e+03 5.486000000000000000e+03 9.674000000000000000e+03 1.093100000000000000e+04 1.539800000000000000e+04 1.675700000000000000e+04 1.992000000000000000e+04 2.129200000000000000e+04
0.000000000000000000e+00 1.492000000000000000e+03 4.400000000000000000e+03 6.255000000000000000e+03 1.047400000000000000e+04 1.222400000000000000e+04 1.667400000000000000e+04 1.832500000000000000e+04 2.105400000000000000e+04 2.255400000000000000e+04
0.000000000000000000e+00 1.192000000000000000e+03 4.618000000000000000e+03 6.067000000000000000e+03 1.080000000000000000e+04 1.202300000000000000e+04 1.667800000000000000e+04 1.793100000000000000e+04 2.110000000000000000e+04 2.266300000000000000e+04
0.000000000000000000e+00 1.700000000000000000e+03 4.748000000000000000e+03 6.081000000000000000e+03 1.057400000000000000e+04 1.211300000000000000e+04 1.631500000000000000e+04 1.746100000000000000e+04 2.119300000000000000e+04 2.232200000000000000e+04
0.000000000000000000e+00 1.678000000000000000e+03 5.143000000000000000e+03 6.467000000000000000e+03 1.095000000000000000e+04 1.253900000000000000e+04 1.693300000000000000e+04 1.834600000000000000e+04 2.133300000000000000e+04 2.268500000000000000e+04
0.000000000000000000e+00 1.506000000000000000e+03 4.469000000000000000e+03 5.827000000000000000e+03 1.047500000000000000e+04 1.214600000000000000e+04 1.642300000000000000e+04 1.814400000000000000e+04 2.127300000000000000e+04 2.279800000000000000e+04
0.000000000000000000e+00 1.201000000000000000e+03 4.375000000000000000e+03 5.856000000000000000e+03 1.005100000000000000e+04 1.157400000000000000e+04 1.578500000000000000e+04 1.720400000000000000e+04 2.077500000000000000e+04 2.216500000000000000e+04
0.000000000000000000e+00 1.425000000000000000e+03 4.287000000000000000e+03 6.053000000000000000e+03 1.038000000000000000e+04 1.208400000000000000e+04 1.689300000000000000e+04 1.825300000000000000e+04 2.200900000000000000e+04 2.355000000000000000e+04
0.000000000000000000e+00 1.506000000000000000e+03 4.576000000000000000e+03 5.802000000000000000e+03 1.027200000000000000e+04 1.152200000000000000e+04 1.627600000000000000e+04 1.766300000000000000e+04 2.021700000000000000e+04 2.169600000000000000e+04
0.000000000000000000e+00 1.798000000000000000e+03 4.115000000000000000e+03 5.450000000000000000e+03 9.849000000000000000e+03 1.132000000000000000e+04 1.546500000000000000e+04 1.682200000000000000e+04 1.900000000000000000e+04 2.085400000000000000e+04
0.000000000000000000e+00 1.460000000000000000e+03 4.887000000000000000e+03 6.466000000000000000e+03 1.078200000000000000e+04 1.202600000000000000e+04 1.675500000000000000e+04 1.850200000000000000e+04 2.080500000000000000e+04 2.200200000000000000e+04
0.000000000000000000e+00 1.196000000000000000e+03 4.743000000000000000e+03 6.285000000000000000e+03 1.102600000000000000e+04 1.244600000000000000e+04 1.684300000000000000e+04 1.831400000000000000e+04 2.145500000000000000e+04 2.298700000000000000e+04
0.000000000000000000e+00 1.690000000000000000e+03 4.814000000000000000e+03 6.355000000000000000e+03 1.012700000000000000e+04 1.140300000000000000e+04 1.555500000000000000e+04 1.734200000000000000e+04 1.963100000000000000e+04 2.104800000000000000e+04
0.000000000000000000e+00 1.625000000000000000e+03 4.563000000000000000e+03 6.081000000000000000e+03 1.118000000000000000e+04 1.269500000000000000e+04 1.719900000000000000e+04 1.892300000000000000e+04 2.153200000000000000e+04 2.348500000000000000e+04
0.000000000000000000e+00 1.615000000000000000e+03 4.977000000000000000e+03 6.495000000000000000e+03 1.115000000000000000e+04 1.301700000000000000e+04 1.787100000000000000e+04 1.952000000000000000e+04 2.166100000000000000e+04 2.348400000000000000e+04
0.000000000000000000e+00 1.719000000000000000e+03 4.950000000000000000e+03 6.473000000000000000e+03 1.064800000000000000e+04 1.243000000000000000e+04 1.678800000000000000e+04 1.850900000000000000e+04 2.176300000000000000e+04 2.328000000000000000e+04
0.000000000000000000e+00 1.677000000000000000e+03 4.676000000000000000e+03 6.625000000000000000e+03 1.149700000000000000e+04 1.292200000000000000e+04 1.731400000000000000e+04 1.905100000000000000e+04 2.173600000000000000e+04 2.336700000000000000e+04
0.000000000000000000e+00 1.289000000000000000e+03 5.051000000000000000e+03 6.621000000000000000e+03 1.085100000000000000e+04 1.244700000000000000e+04 1.747500000000000000e+04 1.909600000000000000e+04 2.160100000000000000e+04 2.350300000000000000e+04
0.000000000000000000e+00 1.443000000000000000e+03 4.913000000000000000e+03 6.154000000000000000e+03 1.095900000000000000e+04 1.238300000000000000e+04 1.657800000000000000e+04 1.806500000000000000e+04 2.132500000000000000e+04 2.275800000000000000e+04
0.000000000000000000e+00 1.533000000000000000e+03 4.901000000000000000e+03 6.394000000000000000e+03 1.100000000000000000e+04 1.266100000000000000e+04 1.712100000000000000e+04 1.772100000000000000e+04 2.194200000000000000e+04 2.268400000000000000e+04
0.000000000000000000e+00 1.522000000000000000e+03 4.711000000000000000e+03 6.204000000000000000e+03 1.050300000000000000e+04 1.183800000000000000e+04 1.633600000000000000e+04 1.784600000000000000e+04 2.117800000000000000e+04 2.269400000000000000e+04
0.000000000000000000e+00 1.804000000000000000e+03 5.202000000000000000e+03 6.725000000000000000e+03 1.113300000000000000e+04 1.269200000000000000e+04 1.684100000000000000e+04 1.852900000000000000e+04 2.145200000000000000e+04 2.333900000000000000e+04
0.000000000000000000e+00 1.763000000000000000e+03 4.880000000000000000e+03 6.331000000000000000e+03 1.081100000000000000e+04 1.231700000000000000e+04 1.680000000000000000e+04 1.848800000000000000e+04 2.152400000000000000e+04 2.319200000000000000e+04
0.000000000000000000e+00 1.721000000000000000e+03 5.023000000000000000e+03 6.591000000000000000e+03 1.091200000000000000e+04 1.235000000000000000e+04 1.679700000000000000e+04 1.824900000000000000e+04 2.148400000000000000e+04 2.287200000000000000e+04
0.000000000000000000e+00 1.830000000000000000e+03 4.929000000000000000e+03 6.753000000000000000e+03 1.087500000000000000e+04 1.268200000000000000e+04 1.647900000000000000e+04 1.831600000000000000e+04 2.137900000000000000e+04 2.284600000000000000e+04
0.000000000000000000e+00 1.694000000000000000e+03 5.233000000000000000e+03 6.906000000000000000e+03 1.112700000000000000e+04 1.288200000000000000e+04 1.707800000000000000e+04 1.895900000000000000e+04 2.162700000000000000e+04 2.339100000000000000e+04
0.000000000000000000e+00 1.806000000000000000e+03 4.246000000000000000e+03 6.107000000000000000e+03 1.002900000000000000e+04 1.145100000000000000e+04 1.525500000000000000e+04 1.680100000000000000e+04 1.922800000000000000e+04 2.078400000000000000e+04
0.000000000000000000e+00 1.551000000000000000e+03 4.891000000000000000e+03 6.381000000000000000e+03 1.090800000000000000e+04 1.239700000000000000e+04 1.682200000000000000e+04 1.872000000000000000e+04 2.182200000000000000e+04 2.328900000000000000e+04
0.000000000000000000e+00 1.728000000000000000e+03 4.779000000000000000e+03 6.338000000000000000e+03 1.115100000000000000e+04 1.268100000000000000e+04 1.744400000000000000e+04 1.893300000000000000e+04 2.170500000000000000e+04 2.316300000000000000e+04
0.000000000000000000e+00 1.670000000000000000e+03 4.895000000000000000e+03 6.349000000000000000e+03 1.088300000000000000e+04 1.216900000000000000e+04 1.700800000000000000e+04 1.851100000000000000e+04 2.144900000000000000e+04 2.308200000000000000e+04
0.000000000000000000e+00 1.681000000000000000e+03 4.904000000000000000e+03 6.543000000000000000e+03 1.075600000000000000e+04 1.233300000000000000e+04 1.667200000000000000e+04 1.821900000000000000e+04 2.126800000000000000e+04 2.289200000000000000e+04
0.000000000000000000e+00 1.906000000000000000e+03 5.250000000000000000e+03 7.203000000000000000e+03 1.156400000000000000e+04 1.309300000000000000e+04 1.775000000000000000e+04 1.919500000000000000e+04 2.171800000000000000e+04 2.253700000000000000e+04
0.000000000000000000e+00 1.396000000000000000e+03 3.993000000000000000e+03 5.452000000000000000e+03 9.193000000000000000e+03 1.092400000000000000e+04 1.521100000000000000e+04 1.682600000000000000e+04 1.948500000000000000e+04 2.115600000000000000e+04
0.000000000000000000e+00 1.558000000000000000e+03 4.378000000000000000e+03 5.938000000000000000e+03 1.027400000000000000e+04 1.215000000000000000e+04 1.667100000000000000e+04 1.835600000000000000e+04 2.132400000000000000e+04 2.280800000000000000e+04
