0.000000000000000000e+00 6.047000000000000000e+03 7.750000000000000000e+03 1.187100000000000000e+04
0.000000000000000000e+00 6.917000000000000000e+03 8.624000000000000000e+03 1.393000000000000000e+04
0.000000000000000000e+00 6.845000000000000000e+03 8.608000000000000000e+03 1.357400000000000000e+04
0.000000000000000000e+00 6.815000000000000000e+03 8.324000000000000000e+03 1.298800000000000000e+04
0.000000000000000000e+00 7.357000000000000000e+03 8.891000000000000000e+03 1.440200000000000000e+04
0.000000000000000000e+00 6.899000000000000000e+03 8.650000000000000000e+03 1.371100000000000000e+04
0.000000000000000000e+00 6.938000000000000000e+03 8.273000000000000000e+03 1.314800000000000000e+04
0.000000000000000000e+00 6.412000000000000000e+03 7.829000000000000000e+03 1.203400000000000000e+04
0.000000000000000000e+00 3.600000000000000000e+03 6.250000000000000000e+03 1.045000000000000000e+04
0.000000000000000000e+00 7.350000000000000000e+03 9.850000000000000000e+03 1.400000000000000000e+04
0.000000000000000000e+00 1.500000000000000000e+03 2.850000000000000000e+03 6.350000000000000000e+03
0.000000000000000000e+00 3.500000000000000000e+03 5.950000000000000000e+03 1.030000000000000000e+04
0.000000000000000000e+00 1.550000000000000000e+03 2.700000000000000000e+03 6.300000000000000000e+03
0.000000000000000000e+00 3.500000000000000000e+03 5.950000000000000000e+03 1.020000000000000000e+04
0.000000000000000000e+00 1.450000000000000000e+03 2.800000000000000000e+03 6.300000000000000000e+03
0.000000000000000000e+00 3.550000000000000000e+03 6.250000000000000000e+03 1.030000000000000000e+04
