0.000000000000000000e+00 4.603000000000000000e+03 6.599000000000000000e+03 1.131600000000000000e+04 1.376000000000000000e+04 2.125300000000000000e+04 2.345800000000000000e+04 2.592700000000000000e+04
0.000000000000000000e+00 4.762000000000000000e+03 7.119000000000000000e+03 1.299000000000000000e+04 1.579000000000000000e+04 2.308100000000000000e+04 2.593100000000000000e+04 2.849600000000000000e+04
0.000000000000000000e+00 4.255000000000000000e+03 6.497000000000000000e+03 1.140200000000000000e+04 1.369900000000000000e+04 2.015900000000000000e+04 2.216400000000000000e+04 2.479000000000000000e+04
0.000000000000000000e+00 4.480000000000000000e+03 6.736000000000000000e+03 1.154800000000000000e+04 1.408200000000000000e+04 2.108600000000000000e+04 2.328400000000000000e+04 2.570400000000000000e+04
0.000000000000000000e+00 2.150000000000000000e+03 4.200000000000000000e+03 7.100000000000000000e+03 9.400000000000000000e+03 1.590000000000000000e+04 1.790000000000000000e+04 2.050000000000000000e+04
0.000000000000000000e+00 2.150000000000000000e+03 4.200000000000000000e+03 7.150000000000000000e+03 9.400000000000000000e+03 1.590000000000000000e+04 1.785000000000000000e+04 2.050000000000000000e+04
0.000000000000000000e+00 2.000000000000000000e+03 3.300000000000000000e+03 6.700000000000000000e+03 8.900000000000000000e+03 1.675000000000000000e+04 1.875000000000000000e+04 2.130000000000000000e+04
0.000000000000000000e+00 2.000000000000000000e+03 3.350000000000000000e+03 6.700000000000000000e+03 9.000000000000000000e+03 1.675000000000000000e+04 1.880000000000000000e+04 2.130000000000000000e+04
0.000000000000000000e+00 4.950000000000000000e+03 7.050000000000000000e+03 1.315000000000000000e+04 1.520000000000000000e+04 2.325000000000000000e+04 2.620000000000000000e+04 2.870000000000000000e+04
0.000000000000000000e+00 2.150000000000000000e+03 4.150000000000000000e+03 7.150000000000000000e+03 9.400000000000000000e+03 1.590000000000000000e+04 1.785000000000000000e+04 2.050000000000000000e+04
