0.000000000000000000e+00 1.635000000000000000e+03 6.156000000000000000e+03 7.998000000000000000e+03 1.345000000000000000e+04 1.532200000000000000e+04 2.069300000000000000e+04 2.161100000000000000e+04
0.000000000000000000e+00 1.939000000000000000e+03 5.914000000000000000e+03 7.780000000000000000e+03 1.329500000000000000e+04 1.523700000000000000e+04 2.080000000000000000e+04 2.266400000000000000e+04
0.000000000000000000e+00 1.641000000000000000e+03 5.511000000000000000e+03 7.396000000000000000e+03 1.225000000000000000e+04 1.387300000000000000e+04 1.900000000000000000e+04 2.067100000000000000e+04
0.000000000000000000e+00 1.808000000000000000e+03 5.871000000000000000e+03 7.538000000000000000e+03 1.338500000000000000e+04 1.506400000000000000e+04 2.034200000000000000e+04 2.199500000000000000e+04
0.000000000000000000e+00 1.702000000000000000e+03 5.784000000000000000e+03 7.423000000000000000e+03 1.288400000000000000e+04 1.419100000000000000e+04 1.985200000000000000e+04 2.170000000000000000e+04
0.000000000000000000e+00 1.712000000000000000e+03 5.496000000000000000e+03 7.365000000000000000e+03 1.288300000000000000e+04 1.469100000000000000e+04 2.045500000000000000e+04 2.132100000000000000e+04
0.000000000000000000e+00 2.008000000000000000e+03 6.323000000000000000e+03 7.859000000000000000e+03 1.274100000000000000e+04 1.467900000000000000e+04 2.055000000000000000e+04 2.200700000000000000e+04
0.000000000000000000e+00 1.886000000000000000e+03 5.430000000000000000e+03 7.148000000000000000e+03 1.230000000000000000e+04 1.389500000000000000e+04 1.940000000000000000e+04 2.105900000000000000e+04
0.000000000000000000e+00 1.850000000000000000e+03 5.550000000000000000e+03 7.600000000000000000e+03 1.240000000000000000e+04 1.415000000000000000e+04 1.900000000000000000e+04 2.085000000000000000e+04
0.000000000000000000e+00 1.600000000000000000e+03 5.750000000000000000e+03 7.900000000000000000e+03 1.275000000000000000e+04 1.470000000000000000e+04 1.925000000000000000e+04 2.110000000000000000e+04
0.000000000000000000e+00 1.950000000000000000e+03 5.650000000000000000e+03 6.550000000000000000e+03 1.290000000000000000e+04 1.360000000000000000e+04 1.980000000000000000e+04 2.165000000000000000e+04
0.000000000000000000e+00 1.850000000000000000e+03 5.550000000000000000e+03 7.600000000000000000e+03 1.240000000000000000e+04 1.415000000000000000e+04 1.900000000000000000e+04 2.085000000000000000e+04
0.000000000000000000e+00 9.000000000000000000e+02 5.550000000000000000e+03 6.400000000000000000e+03 1.290000000000000000e+04 1.360000000000000000e+04 1.965000000000000000e+04 2.170000000000000000e+04
0.000000000000000000e+00 9.000000000000000000e+02 5.600000000000000000e+03 6.500000000000000000e+03 1.285000000000000000e+04 1.355000000000000000e+04 1.980000000000000000e+04 2.165000000000000000e+04
