0.000000000000000000e+00 4.575000000000000000e+03 6.794000000000000000e+03 1.121900000000000000e+04 1.398300000000000000e+04 2.441300000000000000e+04
0.000000000000000000e+00 3.588000000000000000e+03 6.161000000000000000e+03 1.035300000000000000e+04 1.262400000000000000e+04 2.266100000000000000e+04
0.000000000000000000e+00 3.892000000000000000e+03 6.342000000000000000e+03 1.059000000000000000e+04 1.279800000000000000e+04 2.211100000000000000e+04
0.000000000000000000e+00 3.845000000000000000e+03 6.604000000000000000e+03 1.112600000000000000e+04 1.358400000000000000e+04 2.354500000000000000e+04
0.000000000000000000e+00 4.465000000000000000e+03 6.680000000000000000e+03 1.172100000000000000e+04 1.388400000000000000e+04 2.294800000000000000e+04
0.000000000000000000e+00 3.931000000000000000e+03 7.149000000000000000e+03 1.187200000000000000e+04 1.516200000000000000e+04 2.581200000000000000e+04
0.000000000000000000e+00 4.442000000000000000e+03 6.736000000000000000e+03 1.109900000000000000e+04 1.329400000000000000e+04 2.246100000000000000e+04
0.000000000000000000e+00 4.785000000000000000e+03 7.278000000000000000e+03 1.219600000000000000e+04 1.564900000000000000e+04 2.527200000000000000e+04
0.000000000000000000e+00 4.300000000000000000e+03 6.700000000000000000e+03 1.155000000000000000e+04 1.375000000000000000e+04 2.505000000000000000e+04
0.000000000000000000e+00 4.250000000000000000e+03 6.750000000000000000e+03 1.150000000000000000e+04 1.360000000000000000e+04 2.490000000000000000e+04
0.000000000000000000e+00 4.500000000000000000e+03 6.450000000000000000e+03 1.175000000000000000e+04 1.365000000000000000e+04 2.595000000000000000e+04
0.000000000000000000e+00 3.900000000000000000e+03 5.350000000000000000e+03 7.950000000000000000e+03 1.055000000000000000e+04 2.140000000000000000e+04
0.000000000000000000e+00 4.400000000000000000e+03 6.850000000000000000e+03 1.150000000000000000e+04 1.370000000000000000e+04 2.485000000000000000e+04
0.000000000000000000e+00 3.800000000000000000e+03 5.750000000000000000e+03 1.095000000000000000e+04 1.285000000000000000e+04 2.510000000000000000e+04
0.000000000000000000e+00 4.900000000000000000e+03 6.850000000000000000e+03 1.235000000000000000e+04 1.440000000000000000e+04 2.560000000000000000e+04
0.000000000000000000e+00 3.750000000000000000e+03 5.600000000000000000e+03 1.075000000000000000e+04 1.275000000000000000e+04 2.495000000000000000e+04
0.000000000000000000e+00 4.750000000000000000e+03 6.650000000000000000e+03 1.210000000000000000e+04 1.510000000000000000e+04 2.370000000000000000e+04
0.000000000000000000e+00 4.850000000000000000e+03 6.800000000000000000e+03 1.230000000000000000e+04 1.425000000000000000e+04 2.550000000000000000e+04
0.000000000000000000e+00 4.350000000000000000e+03 6.400000000000000000e+03 1.180000000000000000e+04 1.420000000000000000e+04 2.485000000000000000e+04
0.000000000000000000e+00 4.350000000000000000e+03 6.400000000000000000e+03 1.180000000000000000e+04 1.415000000000000000e+04 2.485000000000000000e+04
0.000000000000000000e+00 4.350000000000000000e+03 6.400000000000000000e+03 1.180000000000000000e+04 1.420000000000000000e+04 2.485000000000000000e+04
0.000000000000000000e+00 4.950000000000000000e+03 6.550000000000000000e+03 1.240000000000000000e+04 1.440000000000000000e+04 2.555000000000000000e+04
