0.000000000000000000e+00 5.850000000000000000e+03 7.950000000000000000e+03 1.225200000000000000e+04
0.000000000000000000e+00 6.938000000000000000e+03 8.273000000000000000e+03 1.314800000000000000e+04
0.000000000000000000e+00 5.937000000000000000e+03 7.653000000000000000e+03 1.188000000000000000e+04
0.000000000000000000e+00 6.159000000000000000e+03 7.950000000000000000e+03 1.225500000000000000e+04
0.000000000000000000e+00 6.047000000000000000e+03 7.750000000000000000e+03 1.187100000000000000e+04
0.000000000000000000e+00 6.114000000000000000e+03 7.656000000000000000e+03 1.222900000000000000e+04
0.000000000000000000e+00 6.845000000000000000e+03 8.608000000000000000e+03 1.357400000000000000e+04
0.000000000000000000e+00 5.757000000000000000e+03 7.450000000000000000e+03 1.229500000000000000e+04
0.000000000000000000e+00 6.899000000000000000e+03 8.650000000000000000e+03 1.371100000000000000e+04
0.000000000000000000e+00 6.548000000000000000e+03 8.350000000000000000e+03 1.278500000000000000e+04
0.000000000000000000e+00 6.412000000000000000e+03 7.829000000000000000e+03 1.203400000000000000e+04
0.000000000000000000e+00 6.030000000000000000e+03 7.450000000000000000e+03 1.183600000000000000e+04
0.000000000000000000e+00 7.426000000000000000e+03 9.250000000000000000e+03 1.387400000000000000e+04
0.000000000000000000e+00 6.826000000000000000e+03 8.450000000000000000e+03 1.301800000000000000e+04
0.000000000000000000e+00 6.920000000000000000e+03 8.750000000000000000e+03 1.307100000000000000e+04
0.000000000000000000e+00 6.443000000000000000e+03 8.150000000000000000e+03 1.328500000000000000e+04
0.000000000000000000e+00 6.439000000000000000e+03 8.150000000000000000e+03 1.349100000000000000e+04
0.000000000000000000e+00 7.320000000000000000e+03 8.850000000000000000e+03 1.419000000000000000e+04
0.000000000000000000e+00 7.262000000000000000e+03 9.250000000000000000e+03 1.445500000000000000e+04
0.000000000000000000e+00 6.809000000000000000e+03 8.200000000000000000e+03 1.428400000000000000e+04
0.000000000000000000e+00 7.266000000000000000e+03 9.050000000000000000e+03 1.360100000000000000e+04
0.000000000000000000e+00 8.378000000000000000e+03 1.025000000000000000e+04 1.480300000000000000e+04
0.000000000000000000e+00 7.626000000000000000e+03 9.419000000000000000e+03 1.486400000000000000e+04
0.000000000000000000e+00 7.481000000000000000e+03 9.150000000000000000e+03 1.452000000000000000e+04
0.000000000000000000e+00 8.950000000000000000e+03 9.201000000000000000e+03 1.576600000000000000e+04
0.000000000000000000e+00 7.230000000000000000e+03 9.050000000000000000e+03 1.380500000000000000e+04
0.000000000000000000e+00 6.209000000000000000e+03 7.388000000000000000e+03 1.217100000000000000e+04
0.000000000000000000e+00 7.281000000000000000e+03 8.926000000000000000e+03 1.402900000000000000e+04
0.000000000000000000e+00 7.033000000000000000e+03 8.574000000000000000e+03 1.361400000000000000e+04
0.000000000000000000e+00 6.482000000000000000e+03 8.495000000000000000e+03 1.355500000000000000e+04
0.000000000000000000e+00 6.549000000000000000e+03 7.950000000000000000e+03 1.255900000000000000e+04
0.000000000000000000e+00 7.183000000000000000e+03 9.250000000000000000e+03 1.533900000000000000e+04
0.000000000000000000e+00 7.281000000000000000e+03 8.911000000000000000e+03 1.413100000000000000e+04
0.000000000000000000e+00 7.133000000000000000e+03 8.724000000000000000e+03 1.368800000000000000e+04
0.000000000000000000e+00 6.863000000000000000e+03 9.050000000000000000e+03 1.378700000000000000e+04
0.000000000000000000e+00 7.357000000000000000e+03 8.891000000000000000e+03 1.440200000000000000e+04
0.000000000000000000e+00 6.815000000000000000e+03 8.324000000000000000e+03 1.298800000000000000e+04
0.000000000000000000e+00 7.057000000000000000e+03 9.050000000000000000e+03 1.422300000000000000e+04
0.000000000000000000e+00 7.769000000000000000e+03 9.494000000000000000e+03 1.413600000000000000e+04
0.000000000000000000e+00 6.916000000000000000e+03 8.858000000000000000e+03 1.379100000000000000e+04
0.000000000000000000e+00 6.768000000000000000e+03 8.642000000000000000e+03 1.319300000000000000e+04
0.000000000000000000e+00 6.485000000000000000e+03 8.450000000000000000e+03 1.345800000000000000e+04
0.000000000000000000e+00 7.091000000000000000e+03 8.350000000000000000e+03 1.311700000000000000e+04
0.000000000000000000e+00 6.774000000000000000e+03 8.131000000000000000e+03 1.296800000000000000e+04
0.000000000000000000e+00 6.656000000000000000e+03 8.450000000000000000e+03 1.328300000000000000e+04
0.000000000000000000e+00 6.917000000000000000e+03 8.624000000000000000e+03 1.393000000000000000e+04
0.000000000000000000e+00 6.831000000000000000e+03 8.876000000000000000e+03 1.432900000000000000e+04
0.000000000000000000e+00 6.330000000000000000e+03 8.450000000000000000e+03 1.314000000000000000e+04
0.000000000000000000e+00 6.991000000000000000e+03 8.850000000000000000e+03 1.381900000000000000e+04
0.000000000000000000e+00 6.883000000000000000e+03 8.371000000000000000e+03 1.330900000000000000e+04
0.000000000000000000e+00 7.097000000000000000e+03 8.454000000000000000e+03 1.299100000000000000e+04
0.000000000000000000e+00 6.218000000000000000e+03 8.018000000000000000e+03 1.284000000000000000e+04
0.000000000000000000e+00 6.467000000000000000e+03 8.426000000000000000e+03 1.340000000000000000e+04
0.000000000000000000e+00 6.780000000000000000e+03 8.790000000000000000e+03 1.460600000000000000e+04
0.000000000000000000e+00 7.478000000000000000e+03 9.050000000000000000e+03 1.434900000000000000e+04
