0.000000000000000000e+00 1.503000000000000000e+03 5.805000000000000000e+03 6.928000000000000000e+03 1.130500000000000000e+04 1.233300000000000000e+04 1.770500000000000000e+04 1.917400000000000000e+04 2.460500000000000000e+04 2.615200000000000000e+04 3.245500000000000000e+04 3.309500000000000000e+04
0.000000000000000000e+00 4.754000000000000000e+03 4.900000000000000000e+03 1.007000000000000000e+04 1.035000000000000000e+04 1.668400000000000000e+04 1.690000000000000000e+04 2.356100000000000000e+04 2.375000000000000000e+04 2.996700000000000000e+04 3.042600000000000000e+04 3.276900000000000000e+04
0.000000000000000000e+00 6.220000000000000000e+02 5.400000000000000000e+03 6.737000000000000000e+03 1.090000000000000000e+04 1.235300000000000000e+04 1.810000000000000000e+04 1.861200000000000000e+04 2.490000000000000000e+04 2.593900000000000000e+04 3.115000000000000000e+04 3.269700000000000000e+04
0.000000000000000000e+00 2.880000000000000000e+02 5.738000000000000000e+03 6.221000000000000000e+03 1.113800000000000000e+04 1.165500000000000000e+04 1.793800000000000000e+04 2.403000000000000000e+04 2.443800000000000000e+04 3.129500000000000000e+04 3.172000000000000000e+04 3.303900000000000000e+04
0.000000000000000000e+00 2.034000000000000000e+03 3.808000000000000000e+03 7.434000000000000000e+03 1.190100000000000000e+04 1.282700000000000000e+04 1.903800000000000000e+04 1.928400000000000000e+04 2.553400000000000000e+04 2.751400000000000000e+04 3.093400000000000000e+04 3.520500000000000000e+04
0.000000000000000000e+00 4.191000000000000000e+03 4.300000000000000000e+03 9.700000000000000000e+03 1.040700000000000000e+04 1.575000000000000000e+04 1.645900000000000000e+04 2.136100000000000000e+04 2.240000000000000000e+04 2.381400000000000000e+04 2.930000000000000000e+04 2.991600000000000000e+04
0.000000000000000000e+00 8.400000000000000000e+01 5.400000000000000000e+03 5.466000000000000000e+03 1.095000000000000000e+04 1.098700000000000000e+04 1.790000000000000000e+04 1.795600000000000000e+04 2.490900000000000000e+04 2.520000000000000000e+04 3.200000000000000000e+04 3.353600000000000000e+04
0.000000000000000000e+00 5.573000000000000000e+03 5.750000000000000000e+03 1.145000000000000000e+04 1.282700000000000000e+04 1.697000000000000000e+04 1.810000000000000000e+04 1.950200000000000000e+04 2.495000000000000000e+04 2.784500000000000000e+04 3.110000000000000000e+04 3.256400000000000000e+04
0.000000000000000000e+00 8.000000000000000000e+00 4.165000000000000000e+03 4.758000000000000000e+03 1.026600000000000000e+04 1.030800000000000000e+04 1.675600000000000000e+04 1.730400000000000000e+04 2.424000000000000000e+04 2.425800000000000000e+04 3.084500000000000000e+04 3.100800000000000000e+04
0.000000000000000000e+00 5.406000000000000000e+03 5.600000000000000000e+03 1.059500000000000000e+04 1.224600000000000000e+04 1.795000000000000000e+04 1.795100000000000000e+04 2.480400000000000000e+04 2.490000000000000000e+04 2.998300000000000000e+04 3.159500000000000000e+04 3.313100000000000000e+04
0.000000000000000000e+00 3.649000000000000000e+03 5.350000000000000000e+03 6.662000000000000000e+03 1.030000000000000000e+04 1.165700000000000000e+04 1.705000000000000000e+04 1.857300000000000000e+04 2.307700000000000000e+04 2.330000000000000000e+04 2.945000000000000000e+04 3.095300000000000000e+04
0.000000000000000000e+00 1.529000000000000000e+03 5.221000000000000000e+03 6.755000000000000000e+03 1.112100000000000000e+04 1.180600000000000000e+04 1.842100000000000000e+04 1.846200000000000000e+04 2.364700000000000000e+04 2.607100000000000000e+04 3.287500000000000000e+04 3.312100000000000000e+04
0.000000000000000000e+00 2.370000000000000000e+02 5.237000000000000000e+03 1.023700000000000000e+04 1.027300000000000000e+04 1.279800000000000000e+04 1.602200000000000000e+04 1.778400000000000000e+04 2.248700000000000000e+04 2.422500000000000000e+04 2.888700000000000000e+04 3.040900000000000000e+04
0.000000000000000000e+00 1.659000000000000000e+03 3.004000000000000000e+03 6.509000000000000000e+03 8.253000000000000000e+03 1.229500000000000000e+04 1.240900000000000000e+04 1.863800000000000000e+04 1.885900000000000000e+04 2.511900000000000000e+04 2.535900000000000000e+04 3.240900000000000000e+04
0.000000000000000000e+00 1.400000000000000000e+01 3.260000000000000000e+03 4.914000000000000000e+03 5.516000000000000000e+03 9.864000000000000000e+03 1.124500000000000000e+04 1.621400000000000000e+04 2.201400000000000000e+04 2.265600000000000000e+04 2.821400000000000000e+04 2.880500000000000000e+04
0.000000000000000000e+00 3.800000000000000000e+01 4.900000000000000000e+03 5.150000000000000000e+03 1.000000000000000000e+04 1.643000000000000000e+04 1.670000000000000000e+04 2.117100000000000000e+04 2.415000000000000000e+04 3.005000000000000000e+04 3.119000000000000000e+04 3.447200000000000000e+04
0.000000000000000000e+00 2.300000000000000000e+01 5.023000000000000000e+03 5.032000000000000000e+03 1.022300000000000000e+04 1.165600000000000000e+04 1.657300000000000000e+04 1.790200000000000000e+04 2.302300000000000000e+04 2.911000000000000000e+04 2.912300000000000000e+04 3.171100000000000000e+04
0.000000000000000000e+00 5.050000000000000000e+03 5.756000000000000000e+03 9.975000000000000000e+03 1.010000000000000000e+04 1.162100000000000000e+04 1.650000000000000000e+04 1.716600000000000000e+04 2.195000000000000000e+04 2.260800000000000000e+04 2.825000000000000000e+04 2.978700000000000000e+04
0.000000000000000000e+00 1.637000000000000000e+03 5.963000000000000000e+03 7.122000000000000000e+03 1.151300000000000000e+04 1.278800000000000000e+04 1.836300000000000000e+04 1.961600000000000000e+04 2.491300000000000000e+04 2.606400000000000000e+04 3.161300000000000000e+04 3.274000000000000000e+04
0.000000000000000000e+00 1.150000000000000000e+02 4.991000000000000000e+03 5.115000000000000000e+03 1.019300000000000000e+04 1.036500000000000000e+04 1.690100000000000000e+04 1.696500000000000000e+04 2.170300000000000000e+04 2.293400000000000000e+04 2.968000000000000000e+04 3.016500000000000000e+04
0.000000000000000000e+00 4.866000000000000000e+03 5.000000000000000000e+03 1.041500000000000000e+04 1.070000000000000000e+04 1.686200000000000000e+04 1.690000000000000000e+04 2.327700000000000000e+04 2.330000000000000000e+04 2.959900000000000000e+04 2.995000000000000000e+04 3.160300000000000000e+04
0.000000000000000000e+00 3.977000000000000000e+03 4.350000000000000000e+03 8.661000000000000000e+03 8.750000000000000000e+03 1.451400000000000000e+04 1.455000000000000000e+04 2.002700000000000000e+04 2.005000000000000000e+04 2.621200000000000000e+04 2.635000000000000000e+04 3.242300000000000000e+04
0.000000000000000000e+00 6.800000000000000000e+01 5.304000000000000000e+03 5.750000000000000000e+03 1.110600000000000000e+04 1.151800000000000000e+04 1.841800000000000000e+04 1.894300000000000000e+04 2.488200000000000000e+04 2.501800000000000000e+04 3.206800000000000000e+04 3.372500000000000000e+04
0.000000000000000000e+00 1.570000000000000000e+02 4.939000000000000000e+03 5.407000000000000000e+03 1.019200000000000000e+04 1.060700000000000000e+04 1.625700000000000000e+04 1.679400000000000000e+04 2.180700000000000000e+04 2.242400000000000000e+04 2.775700000000000000e+04 2.825100000000000000e+04
0.000000000000000000e+00 1.211000000000000000e+03 4.900000000000000000e+03 6.293000000000000000e+03 1.067100000000000000e+04 1.090000000000000000e+04 1.460100000000000000e+04 1.770000000000000000e+04 1.918400000000000000e+04 2.440000000000000000e+04 3.165000000000000000e+04 3.294600000000000000e+04
0.000000000000000000e+00 2.726000000000000000e+03 4.450000000000000000e+03 9.975000000000000000e+03 1.045000000000000000e+04 1.650000000000000000e+04 1.653600000000000000e+04 2.032900000000000000e+04 2.236300000000000000e+04 2.415800000000000000e+04 2.957000000000000000e+04 3.139100000000000000e+04
0.000000000000000000e+00 5.540000000000000000e+03 5.826000000000000000e+03 1.275800000000000000e+04 1.282600000000000000e+04 1.977600000000000000e+04 2.116300000000000000e+04 2.647600000000000000e+04 2.780100000000000000e+04 3.111100000000000000e+04 3.347800000000000000e+04 3.382600000000000000e+04
0.000000000000000000e+00 1.057000000000000000e+03 4.950000000000000000e+03 6.107000000000000000e+03 1.015000000000000000e+04 1.065300000000000000e+04 1.593600000000000000e+04 1.600000000000000000e+04 2.229600000000000000e+04 2.255000000000000000e+04 2.850000000000000000e+04 2.913100000000000000e+04
0.000000000000000000e+00 4.814000000000000000e+03 4.850000000000000000e+03 9.872000000000000000e+03 1.029500000000000000e+04 1.571400000000000000e+04 1.580000000000000000e+04 1.786500000000000000e+04 2.175000000000000000e+04 2.286700000000000000e+04 2.765000000000000000e+04 2.911700000000000000e+04
0.000000000000000000e+00 1.349000000000000000e+03 5.001000000000000000e+03 5.460000000000000000e+03 1.000400000000000000e+04 1.050700000000000000e+04 1.600000000000000000e+04 2.267500000000000000e+04 2.280000000000000000e+04 2.866700000000000000e+04 2.900000000000000000e+04 3.216900000000000000e+04
0.000000000000000000e+00 3.950000000000000000e+02 4.532000000000000000e+03 4.695000000000000000e+03 9.777000000000000000e+03 9.845000000000000000e+03 1.605000000000000000e+04 1.644500000000000000e+04 2.174500000000000000e+04 2.333800000000000000e+04 2.849500000000000000e+04 2.901500000000000000e+04
