0.000000000000000000e+00 5.746000000000000000e+03
0.000000000000000000e+00 5.634000000000000000e+03
0.000000000000000000e+00 6.312000000000000000e+03
0.000000000000000000e+00 6.819000000000000000e+03
0.000000000000000000e+00 5.797000000000000000e+03
0.000000000000000000e+00 6.205000000000000000e+03
0.000000000000000000e+00 6.537000000000000000e+03
0.000000000000000000e+00 6.449000000000000000e+03
0.000000000000000000e+00 4.200000000000000000e+03
0.000000000000000000e+00 3.800000000000000000e+03
0.000000000000000000e+00 6.900000000000000000e+03
0.000000000000000000e+00 4.200000000000000000e+03
0.000000000000000000e+00 3.700000000000000000e+03
0.000000000000000000e+00 7.050000000000000000e+03
0.000000000000000000e+00 3.400000000000000000e+03
0.000000000000000000e+00 6.950000000000000000e+03
0.000000000000000000e+00 3.800000000000000000e+03
0.000000000000000000e+00 6.950000000000000000e+03
0.000000000000000000e+00 3.750000000000000000e+03
