0.000000000000000000e+00 6.398000000000000000e+03
0.000000000000000000e+00 5.797000000000000000e+03
0.000000000000000000e+00 5.805000000000000000e+03
0.000000000000000000e+00 5.605000000000000000e+03
0.000000000000000000e+00 5.171000000000000000e+03
0.000000000000000000e+00 6.158000000000000000e+03
0.000000000000000000e+00 5.693000000000000000e+03
0.000000000000000000e+00 6.205000000000000000e+03
0.000000000000000000e+00 5.634000000000000000e+03
0.000000000000000000e+00 5.537000000000000000e+03
0.000000000000000000e+00 5.471000000000000000e+03
0.000000000000000000e+00 6.050000000000000000e+03
0.000000000000000000e+00 6.013000000000000000e+03
0.000000000000000000e+00 6.077000000000000000e+03
0.000000000000000000e+00 5.391000000000000000e+03
0.000000000000000000e+00 5.334000000000000000e+03
0.000000000000000000e+00 5.855000000000000000e+03
0.000000000000000000e+00 5.851000000000000000e+03
0.000000000000000000e+00 6.202000000000000000e+03
0.000000000000000000e+00 6.343000000000000000e+03
0.000000000000000000e+00 6.456000000000000000e+03
0.000000000000000000e+00 6.284000000000000000e+03
0.000000000000000000e+00 6.449000000000000000e+03
0.000000000000000000e+00 6.693000000000000000e+03
0.000000000000000000e+00 7.118000000000000000e+03
0.000000000000000000e+00 6.846000000000000000e+03
0.000000000000000000e+00 6.819000000000000000e+03
0.000000000000000000e+00 6.417000000000000000e+03
0.000000000000000000e+00 6.219000000000000000e+03
0.000000000000000000e+00 6.421000000000000000e+03
0.000000000000000000e+00 6.565000000000000000e+03
0.000000000000000000e+00 6.556000000000000000e+03
0.000000000000000000e+00 5.548000000000000000e+03
0.000000000000000000e+00 5.376000000000000000e+03
0.000000000000000000e+00 6.738000000000000000e+03
0.000000000000000000e+00 6.366000000000000000e+03
0.000000000000000000e+00 5.796000000000000000e+03
0.000000000000000000e+00 6.318000000000000000e+03
0.000000000000000000e+00 6.231000000000000000e+03
0.000000000000000000e+00 6.239000000000000000e+03
0.000000000000000000e+00 5.746000000000000000e+03
0.000000000000000000e+00 6.312000000000000000e+03
0.000000000000000000e+00 7.047000000000000000e+03
0.000000000000000000e+00 6.748000000000000000e+03
0.000000000000000000e+00 5.524000000000000000e+03
0.000000000000000000e+00 7.246000000000000000e+03
0.000000000000000000e+00 6.537000000000000000e+03
0.000000000000000000e+00 6.653000000000000000e+03
0.000000000000000000e+00 6.472000000000000000e+03
0.000000000000000000e+00 6.723000000000000000e+03
0.000000000000000000e+00 6.342000000000000000e+03
0.000000000000000000e+00 6.723000000000000000e+03
0.000000000000000000e+00 6.722000000000000000e+03
0.000000000000000000e+00 6.369000000000000000e+03
0.000000000000000000e+00 6.970000000000000000e+03
